t_prop_us,t_prop_actual_us,baud_bps,time_s,payload_bits,goodput_bps,efficiency_S,delivered
0.0,0.0,9600.0,11.749925,87744.0,7467.622133758301,0.777877305599823,yes
2000.0,2083.0,9600.0,11.813003,87744.0,7427.7472036534655,0.7737236670472359,yes
5000.0,5208.0,9600.0,11.905487,87744.0,7370.047105170917,0.7677132401219705,yes
10000.0,10416.0,9600.0,12.062009,87744.0,7274.410092050171,0.7577510512552262,yes
20000.0,19791.0,9600.0,12.342476,87744.0,7109.108415523758,0.7405321266170581,yes
40000.0,39583.0,9600.0,12.936644,87744.0,6782.593692769161,0.706520176330121,yes
80000.0,80208.0,9600.0,14.155893,87744.0,6198.407970447361,0.6456674969216001,yes
160000.0,160416.0,9600.0,16.560952,87744.0,5298.246139473142,0.5519006395284523,yes
