baud_bps,time_s,payload_bits,goodput_bps,efficiency_S,delivered
1200.0,186.770862,87744.0,469.79490837280605,0.39149575697733835,yes
2400.0,93.285876,87744.0,940.5925501519652,0.39191356256331883,yes
4800.0,23.49804,87744.0,3734.098673761727,0.7779372237003598,yes
9600.0,11.749948,87744.0,7467.607516220497,0.7778757829396351,yes
19200.0,5.875521,87744.0,14933.824591895765,0.7778033641612377,yes
38400.0,2.938499,87744.0,29860.142882471628,0.7776078875643653,yes
57600.0,1.959291,87744.0,44783.54670133227,0.777492130231463,yes
115200.0,0.980037,87744.0,89531.31361366968,0.7771815417853272,yes
